id,first_name,last_name,tutor_fullname,gender,email,company_hired,entreprise_alternance,entreprise_alternance_address,secteur_activite_entreprise_alternance,date_debut_alternance
980,Sebastiano,Stampe,Sebastiano Stampe,Polygender,sstamper7@mtv.com,"McClure, Lockman and Schumm","Labadie, Jerde and Kemmer",35 Forster Crossing,Finance,7/5/2022
981,Dorie,Bruin,Dorie Bruin,Male,dbruinr8@economist.com,Hintz-Conn,Howell and Sons,0930 Judy Circle,Consumer Services,1/19/2023
982,Weider,McKue,Weider McKue,Male,wmckuer9@sbwire.com,Simonis-Zboncak,Stracke and Sons,492 Dottie Trail,n/a,2/1/2022
983,Rochella,Leverette,Rochella Leverette,Female,rleverettera@biblegateway.com,Goldner-Predovic,"Mohr, Stroman and Sawayn",5 Warner Court,Consumer Services,5/8/2023
984,Claudio,Fayers,Claudio Fayers,Male,cfayersrb@twitter.com,Herzog-Kreiger,McLaughlin and Sons,6996 Sage Street,Capital Goods,9/30/2022
985,Ross,De Metz,Ross De Metz,Male,rderc@ehow.com,Boehm-Pagac,Swaniawski-Fahey,789 South Center,Finance,10/7/2022
986,Gal,McClosh,Gal McClosh,Genderfluid,gmccloshrd@nationalgeographic.com,Parker-Abbott,Corwin-Ferry,29875 Dexter Alley,Capital Goods,3/5/2023
987,Victor,Santos,Victor Santos,Male,vsantosre@bloglovin.com,"McGlynn, Green and Altenwerth",Grimes Group,4 Browning Park,Health Care,2/7/2023
988,Drew,Mylechreest,Drew Mylechreest,Male,dmylechreestrf@merriam-webster.com,Hagenes and Sons,Rippin-Abernathy,119 Starling Circle,Capital Goods,7/27/2023
989,Lulu,Simeoli,Lulu Simeoli,Female,lsimeolirg@ibm.com,"Nader, Ortiz and Bailey",Rohan Inc,688 7th Court,Finance,12/5/2021
990,Khalil,Ordelt,Khalil Ordelt,Male,kordeltrh@about.com,Mann-Herzog,Christiansen Inc,0 Vidon Way,Basic Industries,1/26/2023
991,Elbertine,Frary,Elbertine Frary,Female,efraryri@facebook.com,"D'Amore, Jacobi and Okuneva",Howell-Gibson,14 Scofield Road,n/a,3/13/2023
992,Godwin,Roblett,Godwin Roblett,Bigender,groblettrj@shop-pro.jp,Miller-Skiles,"Koch, Swift and Altenwerth",807 Knutson Road,n/a,8/14/2023
993,Phil,Hackford,Phil Hackford,Polygender,phackfordrk@technorati.com,Beer-Nader,"Gusikowski, Schiller and Lesch",63954 Sugar Alley,Finance,10/12/2022
994,Sybil,MacGilrewy,Sybil MacGilrewy,Female,smacgilrewyrl@sun.com,"Hermann, Little and Pouros","Gusikowski, Gleichner and Goldner",497 Alpine Crossing,n/a,5/12/2022
995,Tony,Pien,Tony Pien,Female,tpienrm@cargocollective.com,Jaskolski-Senger,"Johns, Murphy and Cremin",9 New Castle Road,Consumer Services,2/26/2022
996,Gina,Oakes,Gina Oakes,Genderfluid,goakesrn@mapquest.com,"Wisozk, Nitzsche and Stanton",Hoeger-Cummings,14576 Hollow Ridge Crossing,Energy,5/27/2022
997,Hillyer,Sinfield,Hillyer Sinfield,Male,hsinfieldro@illinois.edu,"Hamill, Braun and Mueller",Grady and Sons,4 Sundown Avenue,n/a,9/19/2021
998,Kele,Winnard,Kele Winnard,Male,kwinnardrp@google.es,Bins Group,Funk-Ankunding,7568 Springs Terrace,Consumer Services,5/21/2023
999,Gipsy,Feehely,Gipsy Feehely,Female,gfeehelyrq@webeden.co.uk,"Marquardt, Labadie and Spinka","Ernser, Hoppe and Stokes",5 Fordem Way,Finance,5/16/2023
1000,Dominick,Danilewicz,Dominick Danilewicz,Male,ddanilewiczrr@redcross.org,"Jacobson, Herzog and Nicolas",Grady-Barrows,0 Doe Crossing Court,Technology,6/22/2022
